,filename,count_valid_tweets,reply_count,retweet_count,like_count,quote_count,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,negative,neutral,positive,FILME,ANO,RELEASE DATE,MARKETS,DISTRIBUTOR,GENRE,Drama,Action,Comedy,Horror,Adventure,Crime,Fantasy,Biography,Documentary,Animation,Thriller,Mystery,History,Sci-Fi,Romance,Music,Family,Western,Musical,War,MPAA,RUNTIME,ACTOR,CREW,SINOPSE,BUDGET,DOMESTIC_OPENING,DOMESTIC_GROSS,INTERNATIONAL_GROSS,WORLDWIDE_GROSS,BUDGET_DEFLACIONADO,DOMESTIC_OPENING_DEFLACIONADO,DOMESTIC_GROSS_DEFLACIONADO,INTERNATIONAL_GROSS_DEFLACIONADO,WORLDWIDE_GROSS_DEFLACIONADO,SEQUEL,HAVE_SEQUEL,IS_SPINOFF,INFO
12,A-Field-in-England-sem-retweet.csv,6330,2281,3309,2580,2,0.044627500090276155,0.2764862639235117,0.045397298757201436,0.034614339202385054,0.4387225759299746,0.00677859001565787,0.06492994255909859,0.007482953669300087,0.039546939516634474,0.03039035414308592,0.011023242774777234,0.11712614177904783,0.4688397696168172,0.41403408746417514,A Field in England,2013,July 5  2013,United Kingdom,Drafthouse Films,Drama | History | Horror | Mystery,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,No Info,1 hr 30,Julian Barratt | Peter Ferdinando | Richard Glover | Ryan Pope,Ben Wheatley | Amy Jump | Ben Wheatley | Claire Jones | Andrew Starke | Jim Williams | Laurie Rose | Amy Jump | Ben Wheatley | Andy Kelly,Amid the Civil War in 17th-century England  a group of deserters flee from battle through an overgrown field. Captured by an alchemist  the men are forced to help him search to find a hidden treasure that he believes is buried in the field.,0,9498,32846,64349,97195,0,10414,36015,70559,106574,False,False,False,
13,A-Girl-Walks-Home-Alone-at-Night-sem-retweet.csv,1369,141,883,1683,1,0.004552339310751495,0.2333593277941465,0.00968508127788789,0.16862033017064643,0.3384749902486872,0.01196447804295227,0.03534910754360856,0.02596500734864403,0.1402737708864959,0.022069418891997133,0.009686145858382544,0.053984279412513596,0.7174789141523438,0.22853680347739405,A Girl Walks Home Alone at Night,2014,November 21  2014,Domestic,Kino Lorber,Drama | Horror,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No Info,1 hr 41,Sheila Vand | Arash Marandi | Marshall Manesh | Mozhan MarnÃ²,Ana Lily Amirpour | Ana Lily Amirpour | Justin Begnaud | Sina Sayyah | Bei Ru | Lyle Vincent | Alex O'Flinn | Sergio De La Vega,In the Iranian ghost-town Bad City  a place that reeks of death and loneliness  the townspeople are unaware they are being stalked by a lonesome vampire.,0,0,491910,54442,546352,0,0,530887,58755,589643,False,False,False,
14,A-Quiet-Place-sem-retweet.csv,57021,25365,179792,751877,13117,0.038258579423538434,0.14560307638167566,0.0343643535318899,0.12017210469696153,0.4999256282856631,0.009315827977745154,0.06401803936057066,0.00739945947786249,0.05774575718263752,0.01639228534055177,0.00680488856469786,0.13814805854098844,0.3606039829779708,0.5012479583481118,A Quiet Place,2018,April 4  2018,Indonesia,Paramount Pictures,Drama | Horror | Sci-Fi,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,PG-13,1 hr 30,Emily Blunt | John Krasinski | Millicent Simmonds | Noah Jupe,John Krasinski | Bryan Woods | Scott Beck | John Krasinski | Bryan Woods | Scott Beck | Michael Bay | Andrew Form | Brad Fuller | Marco Beltrami | Charlotte Bruus Christensen | Christopher Tellefsen | Jeffrey Beecroft,In a post-apocalyptic world  a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.,17000000,50203562,188024361,152915000,340939361,17306000,51107226,191408799,155667470,347076269,False,True,False,
15,A-Resurrection-sem-retweet.csv,1204,320,780,503,0,0.028134894546631015,0.15206723514796083,0.02909646650794851,0.04884557633340587,0.45538166288469045,0.008925096854072468,0.20985946385456997,0.007581705866047093,0.03586576106464046,0.013726603430822935,0.010515530399224505,0.09287134585461183,0.6020657295458626,0.30506293229376613,A Resurrection,2013,March 22  2013,Domestic,Archstone Distribution,Horror | Thriller,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,1 hr 29,Mischa Barton | Brenden Meers | Devon Sawa | Michael Clarke Duncan,Matt Orlando | Matt Orlando | Phillip Glasser | Brian Hartman | Aaron Levine | Jacob Yoffee | Jeff Garton | Ken Conrad | Lendie Lee,A murdered boys spirit seeks revenge by seeking six souls to live again.,0,7300,10730,0,10730,0,8004,11765,0,11765,False,False,False,
16,A-Zombie-Invasion-sem-retweet.csv,135,26,36,52,0,0.08636592392738543,0.09500048580122418,0.09655457736732417,0.4977599015634041,0.1307858885362899,0.005395197571703628,0.03760501787689493,0.012012775977092521,0.021504392332065355,0.01224780828148743,0.004768032678704728,0.3809723336387564,0.3998112307033605,0.21921643756881906,A Zombie Invasion,2012,December 12  2013,Domestic,AfterLight Pictures,Horror,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No Info,1 hr 34,Robert Pralgo | Ted Huckabee | Stephen Caudill | Geoff McKnight,Matt Green | Kely McClung | Brendan Vogel | Zeke Flatten | Matt Green | Mark Harris | Robert Pralgo | Steven Grove | Brad Garris | Janlatae Mullins | Dylan Wintersteen,The inhabitants of a small town and it's very popular diner have to fend off a nasty infestation of hungry zombies.,0,0,1170,0,1170,0,0,1302,0,1302,False,False,False,
17,ABCs-of-Death-2-sem-retweet.csv,1285,44,282,364,0,0.05720215493346925,0.28721157765869365,0.05371023167541553,0.3082917947370712,0.16778744216224695,0.00389668005465952,0.024967229290660798,0.015012505782404793,0.04505114557462398,0.02893029287439795,0.00793894619023779,0.19563625762601478,0.6588610467323417,0.14550268806096756,ABCs of Death 2,2014,October 31  2014,Domestic,Magnolia Pictures,Comedy | Horror,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No Info,2 hr 5,Eric Jacobus | Andy Nyman | Simon Barrett | Teela LaRoux,Rodney Ascher | Julian Barratt | Robert Boocheck | Alejandro BruguÃ©s | Kristina Buozyte | Alexandre Bustillo | Larry Fessenden | Julian Gilbey | Jim Hosking | Lancelot Oduwa Imasuen | E.L. Katz | Aharon Keshales | Steven Kostanski | Marvin Kren | Juan MartÃ­nez Moreno | Erik Matti | Wolfgang Matzl | Julien Maury | Robert Morgan | Chris Nash | Vincenzo Natali | Hajime Ohata | Navot Papushado | Bill Plympton | Dennison Ramalho | Todd Rohal | Jerome Sable | Bruno Samper | Jen Soska | Sylvia Soska | SÃ´ichi Umezawa | Ant Timpson | Ant Timpson | David Chirchirillo | Julian Barratt | Julian Gilbey | Robert Morgan | Alejandro BruguÃ©s | Marc Walkow | Alejandro BruguÃ©s | Jim Hosking | Toby Harvard | Erik Matti | Jeff Buhler | Dennison Ramalho | Kristina Buozyte | Bruno Samper | Lancelot Oduwa Imasuen | Ossa Earlice | Robert Boocheck | Larry Fessenden | Hajime Ohata | Todd Rohal | Rodney Ascher | Benjamin Hessler | Juan MartÃ­nez Moreno | Jen Soska | Sylvia Soska | Vincenzo Natali | Jerome Sable | Nicholas Musurca | Jeremy Gillespie | Julien Maury | Alexandre Bustillo | SÃ´ichi Umezawa | Chris Nash | Pia Abazovic | Robert Boocheck | Kristina Buozyte | Zack Carlson | Rodrigo Castellar | Nadav Shlomo Giladi | Julian Gilbey | Shannon Hanmer | Wade Harpootlian | Matthew Hobbs | Lancelot Oduwa Imasuen | Ben Jacques | Jurga Jutaite | Peter Katz | Tim Kirk | Peter Kuplowsky | Don Le | Tim League | Clay Liford | Bobbi Sue Luther | Peter Mabrucco | Nicholas Musurca | Mai Nakanishi | Bill Plympton | Jerome Sable | Bruno Samper | Gabija Siurbyte | Jen Soska | Sylvia Soska | Asori Soto | Andrew Starke | Ant Timpson | Pablo Torrecillas | SÃ´ichi Umezawa | Jenn Wexler | Vitalijus Zukas | Mark Ashworth | Paulo Beto | Nikolay Doktorov | Marco DreckkÃ¶tter | White Fence | RaphaÃ«l Gesqua | Jeremy Gillespie | Jeff Grace | Isabel Greiwe | Mads Heldtberg | Chad Hobson | Haim Frank Ilfman | Alex Khaskin | Kevin James Maher | Sergio Moure | Hiroyuki Nagashima | Chris Nash | William M. Nash | Kyle Newmaster | Vytis Puronas | Graham Reznick | Andre Roessler | Erwin Romulo | Jonathan Snipes | Stefan Will | Giora Bejach | Jon Britt | Pierce Derks | JosÃ© Roberto Eliezer | Nick Gillespie | Alex Gomez | Adam Hall | Fortune Ejim Kezi | Benjamin Kitchens | ShintarÃ´ Kuriyama | Rolandas Leonavicius | Clay Liford | Pedro Luque | Robert Morgan | Bridger Nielson | Kenji Noguchi | Laurie Rose | John W. Rutland | Antoine Sanier | Moritz SchultheiÃŸ | J.A. Tadena | Simon Thirlaway | Ioana Vasile | Andrew Wheeler | Mahlon Todd Williams | Lindsay Allikas | Rodney Ascher | Julian Barratt | Carlos Rafael Betancourt | Richard Blackburn | Mark Burnett | SÃ©bastien de Sainte Croix | Larry Fessenden | Julian Gilbey | Will Gilbey | Jay Halili | Jan Hille | Amen Imasuen | Michael Lane | Russell Lichter | Bruce MacKinnon | Robert Morgan | Chris Nash | Hajime Ohata | Paulo Sacramento | Nicholas Wenger | John Wesley Whitton | Matthew Button | Felix Coles | Scott Colquitt | Chris Farmer | FÃ¡bio Goldfarb | Nazgol Goshtasbpour | Monika Kisieliute | Arne Knudsen | Jamie Lapsley | Adelina Leung | Sara MillÃ¡n | Arad Sawat | Hock Wong,Another 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,0,4022,7171,0,7171,0,4340,7739,0,7739,True,True,False,
18,Absence-sem-retweet.csv,10,0,1,0,0,0.0020217246084939097,0.2448392070829868,0.00452498544473196,0.3379276330582797,0.3208643225952983,0.00539163408102462,0.031506195105612214,0.00509338860865678,0.00783593951782673,0.0306548948399722,0.00934008872136468,0.1646529954858124,0.5816178135573864,0.253729198500514,Absence,2013,July 5  2013,Domestic,Cinedigm Entertainment Group,Horror | Sci-Fi | Thriller,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,No Info,1 hr 24,Erin Way | Eric Matheny | Ryan Smale | Stephanie Scholz,Jimmy Loweree | Jake Moreno | Jimmy Loweree | Michael Angelo Covino | P.J. Johal | Jimmy Loweree | Christiano Covino | Christiano Covino,After her unborn baby is snatched from her womb  Liz and her husband take a vacation to help them overcome the horrifying and mysterious loss. Her brother documents the trip as Liz continues to be terrorized by an unknown force.,0,0,1031,0,1031,0,0,1130,0,1130,False,False,False,
19,Afflicted-sem-retweet.csv,40,3,12,34,0,0.05564900868776017,0.15584863880285407,0.06717465815527243,0.460855002021708,0.1544395799435733,0.0024251923223345775,0.025167823366064063,0.007928546795847025,0.054212505590112356,0.011417169982450978,0.004881888358431698,0.20426124195219014,0.5339089952409267,0.2618297604261897,Afflicted,2013,April 4  2014,Domestic,CBS Films,Horror | Mystery | Thriller,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,R,1 hr 25,Clif Prowse | Derek Lee | Michael Gill | Baya Rehaz,Derek Lee | Clif Prowse | Derek Lee | Clif Prowse | Chris Ferguson | Zach Lipovsky | Edo Van Breemen | Norm Li | Greg Ng | Courtney Stockstad,Two best friends see their trip of a lifetime take a dark turn when one of them is struck by a mysterious affliction. Now  in a foreign land  they race to uncover the source before it consumes him completely.,0,69447,121179,0,121179,0,76148,132873,0,132873,False,False,False,
20,Aftershock-sem-retweet.csv,107,7,47,21,0,0.03349465969133961,0.26568893165377655,0.027587355645256453,0.07887844934769322,0.45962152097681014,0.00847948631709633,0.04214514411494097,0.004533035019117474,0.0285677905516779,0.040141195829122095,0.010862428306821666,0.08972355530262162,0.5676198816449146,0.34265656445053555,Aftershock,2010,July 22  2010,APAC  China,China Lion Film Distribution,Drama | History,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,No Info,2 hr 15,Daoming Chen | Chen Li | Yi Lu | Fan Xu,Xiaogang Feng | Wu Si | Ling Zhang | Yanhong Guo | Sanping Han | Zhongjun Wang | Jianguo Yao | Haicheng Zhao | Liguang Wang | Yue LÃ¼ | Yang Xiao | Tingxiao Huo | Haiying Shi,The epic story of a family separated as a result of the Great Tangshan Earthquake of 1976.,0,19329,62962,100234102,100297064,0,22666,73834,117543249,117617084,False,False,False,
21,Alien-Abduction-sem-retweet.csv,1476,275,768,1415,1,0.04733862600931773,0.3157595630101933,0.06682463682913226,0.2656283538217049,0.1703721401453497,0.003971297811931336,0.02435699531004369,0.011556132499181455,0.030042485906393857,0.05430984585722626,0.009839919469302908,0.19139423236650913,0.6253086393377252,0.18329713270819029,Alien Abduction,2014,April 4  2014,Domestic,IFC Films,Horror | Sci-Fi | Thriller,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,No Info,1 hr 25,Katherine Sigismund | Corey Eid | Riley Polanski | Jillian Clare,Matty Beckerman | Robert Lewis | Cathy Allyn | Matty Beckerman | Lawrence Bender | Mike Fleiss | Ben Weinman | Luke Geissbuhler | Steve Mirkovich | Steven Legler,A vacationing family encounters an alien threat in this thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,0,10514,12897,69828,82725,0,11347,13918,75360,89279,False,False,False,
22,Alien-Covenant-sem-retweet.csv,26355,6827,15765,50629,2557,0.0416557955218284,0.3503134451092648,0.04303877858734763,0.12245512666677319,0.3115126755766376,0.005283617061097534,0.03701011965989635,0.006959184638663293,0.02707030072470671,0.043010086399804415,0.011690869653640591,0.13789267786352466,0.5520716490993657,0.31003567241971525,Alien: Covenant,2017,May 9  2017,South Korea,Twentieth Century Fox,Horror | Sci-Fi | Thriller,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,R,2 hr 2,Michael Fassbender | Katherine Waterston | Billy Crudup | Danny McBride,Ridley Scott | Dan O'Bannon | Ronald Shusett | Jack Paglen | Michael Green | John Logan | Dante Harper | David Giler | Walter Hill | Mark Huffam | Michael Schaefer | Ridley Scott | Jed Kurzel | Dariusz Wolski | Pietro Scalia | Chris Seagers,The crew of a colony ship  bound for a remote planet  discover an uncharted paradise with a threat beyond their imagination  and must attempt a harrowing escape.,97000000,36160621,74262031,166629732,240891763,101115904,37694988,77413117,173700164,251113282,True,False,False,
